Geneid	CaBR1	CaBR2	CaOLBR1	CaOLBR2	CaMeOH1	CaMeOH2	o2_12_19_br1_1	o2_12_19_br1_2	o2_12_19_br1	o2_12_19_br3_1	o2_12_19_br3_2	o2_12_19_br3	o2_12_19_mc2	o2_12_19_mc2_1	o2_12_19_mc2_2	o2_12_19_mc3_2	o2_12_19_mc3_1	o2_12_19_mc3	no_o2_12_21_br3_2	no_o2_12_21_br3_1	no_o2_12_21_br3	no_o2_12_21_mc11_2	no_o2_12_21_mc11_1	no_o2_12_21_mc11	no_o2_12_21_mc12_2	no_o2_12_21_mc12_1	no_o2_12_21_mc12	no_o2_12_22_br3	no_o2_12_22_br3_1	lowO2_br1	LaBR1	LaBR2	LaOLBR1	LaOLBR2	LaMeOH1	LaMeOH2	br_1	br_2	br_3	br_4	dup_exp_1	dup_exp_2	dup_exp_3	dup_exp_4
MEALZ_RS00630	956	2388	2190	2771	2008	1989	49	487	2695	35	370	4111	108	17	1775	137	13	1729	276	27	1150	180	13	987	165	16	1284	749	302	134	808	1650	2743	2877	1988	2388	363	224	204	341	487	370	276	302
MEALZ_RS00635	178	387	276	397	360	380	6	100	375	6	69	718	16	1	239	22	2	365	28	2	67	53	4	239	33	5	223	66	33	17	193	403	350	327	301	402	46	28	24	55	100	69	28	33
MEALZ_RS00640	228	562	417	513	443	505	9	149	587	10	96	913	36	2	429	43	1	523	83	4	285	150	17	487	86	10	475	160	70	37	226	472	553	532	548	645	133	87	76	140	149	96	83	70
MEALZ_RS00645	265	659	562	792	338	310	13	179	774	7	126	1208	35	5	529	28	0	330	115	9	317	3	0	24	2	0	40	240	83	70	355	756	746	811	466	455	89	66	53	100	179	126	113	83
MEALZ_RS00650	671	1758	1475	1832	1481	1324	24	271	1456	29	189	2423	38	8	861	26	1	348	182	25	696	12	1	66	6	1	62	342	116	127	550	1134	1821	1804	1566	888	230	170	153	285	271	189	182	116
MEALZ_RS00655	1917	5273	4501	5633	7262	6372	36	433	2204	32	349	3697	238	29	3685	163	5	2094	1009	86	4053	81	7	460	50	7	476	1644	622	288	1657	3607	4943	5336	7472	8906	2673	1481	1434	2062	433	349	1009	622
MEALZ_RS00660	1530	4550	3585	4482	6994	6124	23	365	1903	21	269	3325	182	12	2942	107	10	1721	724	76	2922	69	2	317	44	3	344	1337	502	172	1359	3002	3916	4326	7267	9450	1526	846	736	1306	365	269	724	502
MEALZ_RS00665	494	1389	1263	1566	1277	1276	15	166	860	16	138	1442	62	6	814	25	1	342	302	25	1102	9	2	92	9	1	89	314	107	67	374	955	1393	1429	1957	3576	491	333	333	406	166	138	302	107
MEALZ_RS00670	828	2198	1743	2129	2251	1843	28	414	2061	44	315	3666	73	4	1078	45	5	623	215	20	868	13	2	77	4	0	76	454	179	118	666	1461	1986	2003	2180	2158	463	317	282	502	414	315	215	179
MEALZ_RS00675	695	1555	1298	1962	1240	1275	25	322	1372	19	246	2745	54	6	873	33	1	445	243	25	861	20	0	85	24	0	114	420	158	101	565	1272	1725	1648	1500	2164	729	499	517	698	322	246	243	158
MEALZ_RS00680	486	1527	1339	1702	1272	1278	25	234	1375	18	209	2336	74	7	1152	47	1	595	230	18	797	31	4	277	24	4	220	435	156	116	381	765	1588	1558	1590	1765	705	477	467	578	234	209	230	156
MEALZ_RS00685	456	969	729	1004	664	654	19	205	744	19	134	985	43	5	362	26	0	214	113	14	296	23	2	89	11	0	117	222	117	65	406	826	976	963	773	793	348	283	218	386	205	134	113	117
MEALZ_RS23270	2258	6064	4560	5823	4702	4191	78	940	3166	53	675	3772	181	17	1544	104	11	682	396	45	792	56	8	299	51	6	270	771	496	252	1901	3908	5704	5430	4426	5644	1623	1404	1277	1304	940	675	396	496
MEALZ_RS00695	742	2121	1512	1997	1912	1584	27	402	1516	18	274	1705	57	3	572	35	1	233	110	5	253	28	0	83	16	2	99	284	147	76	658	1257	1834	1715	1892	2402	493	481	475	371	402	274	110	147
MEALZ_RS00700	893	2605	1949	2410	2095	2099	26	326	1917	24	272	3084	123	6	1473	74	4	941	172	15	708	48	5	299	35	5	328	418	162	74	887	1690	2466	2213	2662	3719	530	461	489	458	326	272	172	162
MEALZ_RS00705	614	1805	1541	1702	1986	1877	28	289	1743	20	254	2808	89	5	1317	61	5	972	119	7	481	33	3	135	13	0	164	355	113	77	451	1038	1722	1725	2013	1887	275	222	231	277	289	254	119	113
MEALZ_RS00710	772	2338	1739	2174	2651	2702	43	497	2502	26	322	4102	89	5	2026	104	2	1447	148	9	603	61	3	214	30	4	219	657	198	167	592	1190	1946	2000	2125	1256	382	268	292	353	497	322	148	198
MEALZ_RS00715	458	1465	1211	1544	1057	950	19	200	1030	14	147	2075	57	7	1058	40	0	639	192	17	648	38	2	239	22	3	209	308	131	82	477	965	1435	1424	1285	1210	381	266	252	329	200	147	192	131
MEALZ_RS00720	285	993	1037	1148	647	655	13	136	613	10	123	1226	49	3	748	33	2	464	100	7	355	21	0	99	14	0	112	227	76	47	259	477	1020	1077	853	1059	207	157	109	186	136	123	100	76
MEALZ_RS00725	471	1170	1020	1344	708	631	12	182	879	10	135	1086	51	4	604	37	0	295	98	8	226	10	2	69	11	1	80	222	87	51	414	797	1252	1189	762	913	224	189	172	216	182	135	98	87
MEALZ_RS00730	682	2163	1690	2073	2018	1986	35	342	1353	23	254	1194	99	7	983	43	4	426	147	14	278	16	1	80	15	1	94	429	238	145	659	1374	1970	2024	1617	1750	327	290	292	267	342	254	147	238
MEALZ_RS00735	1063	3526	3072	3687	2914	2527	40	479	2632	43	434	4591	114	11	2051	96	5	1096	289	19	907	55	3	284	35	0	253	657	240	140	816	1771	3599	3223	3146	2969	816	636	600	711	479	434	289	240
MEALZ_RS00740	1322	3810	3071	3578	3225	2854	59	735	3055	48	545	5087	135	16	1804	87	6	959	268	16	823	55	5	229	28	5	200	734	303	225	1008	2114	3471	3169	3024	2386	914	733	580	901	735	545	268	303
MEALZ_RS00745	389	1293	976	1326	833	797	25	233	1312	28	190	2379	56	2	799	27	1	378	88	6	321	17	3	102	15	3	103	255	96	59	329	645	1272	1134	1087	1753	332	254	248	235	233	190	88	96
MEALZ_RS23600	122	286	250	319	144	102	4	46	183	3	15	297	21	1	150	5	0	53	21	2	82	1	0	27	5	1	21	29	18	10	146	342	369	301	265	578	54	73	70	47	46	15	21	18
MEALZ_RS23605	34	111	88	124	53	46	2	27	75	2	22	144	8	1	119	2	0	36	14	1	58	0	0	14	1	0	12	30	8	4	44	101	167	127	105	274	33	48	35	24	27	22	14	8
MEALZ_RS23280	145	419	368	456	221	202	9	84	368	3	55	814	21	3	298	12	1	163	79	10	305	6	0	30	6	1	31	128	29	22	121	335	543	527	398	624	113	104	87	109	84	55	79	29
MEALZ_RS23285	79	279	252	308	188	174	5	58	335	0	39	509	19	1	132	3	0	84	13	1	71	1	0	30	1	0	18	42	9	10	109	232	372	332	308	441	41	43	45	34	58	39	13	9
MEALZ_RS00760	548	1312	1055	1324	1317	1189	23	248	1338	18	205	2227	40	6	897	22	3	411	63	6	233	13	0	81	8	0	67	220	70	61	556	874	1283	1140	1272	1108	156	242	209	105	248	205	63	70
MEALZ_RS00765	700	1831	1526	1850	1928	1856	38	368	2067	29	288	3588	64	7	1267	39	4	645	104	15	370	7	1	57	16	0	103	372	133	107	502	1064	1821	1678	2092	1744	254	374	337	211	368	288	104	133
MEALZ_RS00770	463	1153	836	1079	957	960	16	232	1135	12	158	2034	55	6	1170	42	2	639	103	7	335	9	0	68	9	2	99	311	129	72	451	771	1083	1037	1197	1304	209	211	190	205	232	158	103	129
MEALZ_RS00775	1118	2744	2026	2688	2755	2556	51	533	2471	33	432	4030	147	10	2260	117	4	1377	288	23	999	22	2	180	38	7	230	754	298	216	888	1719	2850	2565	2505	1447	741	593	502	841	533	432	288	298
MEALZ_RS00780	251	663	498	706	610	609	13	133	731	8	114	1277	40	6	654	34	2	383	76	9	251	21	1	102	8	3	116	207	81	50	258	528	685	650	576	582	186	140	105	160	133	114	76	81
MEALZ_RS00785	534	1385	1170	1431	1462	1432	14	203	981	13	138	1687	88	13	1058	29	2	531	155	22	598	27	0	148	25	2	154	323	136	105	599	1139	1339	1321	1727	2040	373	273	281	369	203	138	155	136
MEALZ_RS00790	579	1398	998	1386	1048	1144	17	181	803	16	128	1421	61	8	1064	52	2	632	183	24	717	17	1	127	16	4	128	337	125	99	670	1215	1191	1338	1548	1897	378	329	283	365	181	128	183	125
MEALZ_RS00795	638	1610	1457	1984	863	755	35	414	1818	36	385	3610	150	17	1971	86	4	1234	297	32	1067	58	6	258	47	3	345	543	221	127	488	1143	1908	1596	1405	1846	933	756	609	987	414	385	297	221
MEALZ_RS00800	133	393	314	370	320	259	8	116	452	7	98	513	19	1	178	4	2	68	29	1	85	10	1	58	4	0	51	83	31	31	208	385	376	335	280	273	97	97	76	91	116	98	29	31
MEALZ_RS00805	3729	10569	8236	11177	10029	9449	118	1166	5212	85	966	7323	229	24	2516	144	14	1414	973	83	2752	40	2	215	41	1	244	1881	862	451	2891	6671	10151	9763	9156	11024	2696	1785	1781	2623	1166	966	973	862
MEALZ_RS00810	307	905	755	937	754	687	6	100	606	9	82	1004	24	6	463	6	1	158	77	10	215	7	1	67	5	1	55	117	44	37	224	504	915	785	1012	1330	270	345	330	198	100	82	77	44
MEALZ_RS00820	1122	3164	2340	2878	3249	2905	32	447	2544	36	386	3888	64	9	1577	68	3	756	138	16	523	15	2	120	18	4	145	640	224	181	751	1448	2764	2633	2920	2000	740	562	560	791	447	386	138	224
MEALZ_RS00825	1143	2629	2165	2821	2251	2060	47	583	2707	48	466	4337	101	12	1657	77	7	900	248	18	882	27	0	127	25	2	176	517	222	259	784	1524	2920	2487	2032	1704	1495	927	818	1460	583	466	248	222
MEALZ_RS00830	258	729	515	759	598	580	16	156	886	12	134	1540	44	4	710	31	1	391	129	6	462	15	1	127	9	2	140	239	63	49	298	570	750	717	745	881	218	188	179	226	153	129	129	66
MEALZ_RS00835	307	835	562	813	1075	1165	11	102	507	5	90	910	33	3	479	19	2	267	119	11	510	23	0	175	17	0	138	278	95	50	475	848	728	796	949	1033	188	126	130	175	102	90	119	95
MEALZ_RS00840	243	605	511	772	428	336	7	80	392	3	68	585	52	7	599	42	4	505	51	12	205	138	12	515	64	4	398	119	35	38	236	494	836	746	487	457	110	90	83	138	80	68	51	35
MEALZ_RS00845	242	614	393	557	340	301	9	151	568	8	104	764	54	10	505	34	4	323	95	10	188	78	5	207	35	5	183	164	73	38	317	525	575	586	458	356	134	96	76	128	151	104	95	73
MEALZ_RS00850	207	542	432	514	429	425	12	103	461	7	91	567	43	6	466	26	3	227	60	8	206	32	3	102	22	1	123	129	65	49	202	440	587	568	647	364	115	70	74	114	103	91	60	65
MEALZ_RS00855	215	655	530	679	380	416	2	87	503	5	58	753	45	5	508	18	3	211	71	8	275	11	0	53	9	2	91	121	44	32	226	520	698	621	613	751	126	112	111	138	87	58	71	44
MEALZ_RS00860	452	1142	852	1165	1149	1072	8	146	695	15	97	1110	59	6	869	39	4	491	148	22	525	20	0	173	18	2	166	290	84	67	388	895	1126	1038	1133	1336	352	294	287	331	132	125	145	97
MEALZ_RS00865	220	561	378	488	5006	3653	3	82	326	4	72	697	11	1	196	14	0	134	38	3	127	3	1	24	2	0	36	61	25	25	182	411	498	484	3903	4800	93	92	109	108	82	72	38	25
MEALZ_RS00870	817	1668	1207	2423	7695	6015	50	682	2705	35	386	4144	101	13	1121	51	4	702	231	27	781	10	0	50	10	0	76	429	185	157	873	1610	2175	1951	9012	10203	480	377	315	700	682	386	231	185
MEALZ_RS00875	819	3194	3101	4000	6264	6111	84	853	5391	63	676	10743	125	5	2007	69	7	1540	221	18	1135	25	0	123	19	0	140	631	195	120	717	1540	3529	3434	8541	11184	533	355	383	583	853	676	221	195
MEALZ_RS00880	830	2037	1382	1742	5664	4591	23	380	1725	21	268	2945	107	12	1530	64	12	1011	122	6	486	15	0	67	8	1	107	331	120	70	709	1589	1799	1632	5479	5451	301	226	197	250	380	268	122	120
MEALZ_RS00885	1686	4796	3477	4311	12122	9955	73	876	4257	55	657	6373	168	18	2548	112	6	1330	173	11	656	28	2	206	36	1	274	734	284	154	1225	2524	4037	3961	10413	8710	573	558	465	455	876	657	173	284
MEALZ_RS00890	460	1318	942	1253	1686	1370	37	262	1260	9	207	2050	47	6	824	35	2	397	67	8	243	11	1	63	12	0	68	186	79	29	341	783	1296	1133	1813	2011	209	188	165	165	262	207	67	79
MEALZ_RS00895	281	798	718	765	971	990	8	102	478	6	64	949	24	4	562	14	1	253	99	8	314	7	0	85	9	0	67	165	61	31	199	527	792	765	1145	1234	177	122	87	165	102	64	99	61
MEALZ_RS00900	200	632	458	580	619	593	2	120	448	7	103	618	27	2	299	14	1	186	78	8	143	8	0	70	3	1	43	137	51	45	298	587	590	581	793	957	96	83	77	92	120	103	78	51
MEALZ_RS00905	194	457	315	442	594	490	10	96	339	8	55	609	17	0	212	3	1	101	25	3	109	19	0	56	6	0	65	78	32	31	249	404	440	446	783	852	60	51	51	46	96	55	25	32
MEALZ_RS23295	83	269	211	260	243	275	2	31	164	0	23	371	23	3	460	21	4	260	70	6	289	16	1	106	5	0	77	93	27	12	98	184	239	263	400	712	57	40	40	38	31	23	70	27
MEALZ_RS23300	101	222	163	250	384	356	1	27	144	0	24	254	58	8	971	63	3	782	85	5	231	44	4	234	28	4	174	131	50	33	98	206	239	261	404	519	93	57	64	81	27	24	85	50
MEALZ_RS00915	67	151	151	194	119	148	2	21	109	2	21	186	6	0	196	16	0	124	33	1	139	13	0	71	5	0	54	59	21	8	155	223	166	161	157	296	56	37	32	33	21	21	33	21
MEALZ_RS22485	39	115	74	112	90	68	2	20	80	2	14	107	8	3	98	9	0	52	21	7	62	3	0	28	2	0	21	62	18	16	29	71	107	112	96	87	54	41	46	69	20	14	21	18
MEALZ_RS00920	301	704	487	703	641	675	2	67	238	4	46	323	23	3	244	17	1	119	85	9	199	16	1	43	8	0	48	169	56	102	291	617	691	761	659	713	150	137	122	159	67	46	85	56
MEALZ_RS00925	154	332	217	283	383	346	1	22	127	2	16	157	12	1	111	4	0	57	44	3	131	3	0	34	1	0	25	69	47	131	142	322	316	288	349	280	79	66	54	94	23	15	40	49
MEALZ_RS00930	147	409	328	411	314	343	7	37	187	3	40	325	22	0	240	8	0	109	57	5	191	7	0	42	2	0	34	80	33	29	151	330	410	417	402	461	171	116	106	139	37	40	57	33
MEALZ_RS23305	21	41	30	40	40	35	1	11	30	0	3	66	4	0	77	4	2	56	7	0	33	3	0	13	2	0	18	4	4	3	41	65	37	45	47	64	13	11	8	11	11	3	7	4
MEALZ_RS00935	87	242	160	239	166	178	4	29	173	3	23	297	14	3	361	12	1	182	36	1	181	20	1	174	7	1	112	106	27	13	228	355	225	201	236	330	47	45	27	63	29	23	36	27
MEALZ_RS00940	285	763	560	736	710	611	6	63	455	8	76	675	44	5	499	16	1	206	77	10	308	18	2	106	13	5	82	134	42	45	373	806	730	749	1033	1223	200	142	115	210	84	61	97	58
MEALZ_RS00945	113	228	155	276	221	208	1	57	188	3	26	306	21	2	233	15	0	148	56	2	176	2	0	18	2	1	12	115	40	41	120	240	249	245	267	344	92	74	93	90	48	34	53	29
MEALZ_RS00955	464	1113	808	1199	1372	1223	17	192	726	10	134	1194	61	0	720	40	1	356	197	18	645	15	2	93	14	0	65	392	168	100	396	765	1145	1229	1499	1375	425	324	293	378	192	134	197	168
MEALZ_RS00960	618	1340	923	1202	1803	1772	15	131	680	8	117	1143	51	5	726	18	0	269	209	17	619	18	2	98	14	3	91	408	161	94	482	1057	1175	1307	2099	1812	329	224	206	354	131	117	209	161
MEALZ_RS00965	133	351	242	337	682	740	10	85	274	2	53	556	19	4	273	9	0	138	73	4	195	3	0	31	4	1	18	186	87	48	154	322	304	374	674	745	134	81	95	104	85	53	73	87
MEALZ_RS00970	172	566	432	434	861	907	9	99	386	7	69	661	27	2	394	22	0	164	85	9	329	16	2	92	17	2	130	261	111	42	218	441	396	471	1163	2030	141	88	110	148	99	69	85	111
MEALZ_RS00975	329	896	590	748	1696	1722	8	79	377	9	70	584	28	8	386	15	3	170	81	9	316	17	3	71	5	1	73	202	86	58	368	834	734	854	1732	1852	87	65	55	81	79	70	81	86
MEALZ_RS00980	137	364	243	339	271	237	2	27	174	2	26	262	22	0	324	14	0	209	63	6	267	6	2	45	4	1	40	91	38	34	98	298	402	395	324	489	107	93	84	122	29	23	60	35
MEALZ_RS00985	239	664	527	640	957	828	11	122	521	6	96	960	42	4	622	40	4	377	110	12	332	36	3	216	32	2	195	189	70	47	237	455	614	573	1046	1312	347	280	284	253	131	105	114	70
MEALZ_RS00990	209	449	380	413	260	287	12	102	432	17	93	714	14	2	231	10	0	145	65	10	206	101	7	406	71	9	459	105	45	16	162	313	387	397	828	1529	142	209	205	127	102	93	65	45
MEALZ_RS00995	17	27	15	34	26	19	0	14	38	1	7	69	34	6	501	24	2	462	2	0	18	4	0	15	7	0	41	14	7	5	15	37	24	28	41	67	12	6	10	10	13	6	3	6
MEALZ_RS21305	72	173	114	167	133	100	1	26	138	4	18	286	11	1	187	7	1	128	32	2	142	12	1	66	10	0	64	70	20	12	95	189	150	161	197	316	51	62	36	75	26	16	33	23
MEALZ_RS01005	351	1172	986	1224	1238	1235	11	103	668	8	102	1122	57	3	1101	50	2	685	204	23	780	48	1	259	32	2	244	504	157	169	331	657	1065	1106	1118	1167	500	377	365	370	133	116	209	176
MEALZ_RS01010	450	1390	1250	1543	2108	2180	8	115	706	9	92	1237	89	13	1594	57	7	901	350	34	1687	102	8	530	70	6	563	892	263	307	420	932	1527	1620	2057	2525	833	633	579	733	112	87	366	262
MEALZ_RS01015	98	209	161	155	188	189	0	20	89	1	12	118	5	4	141	3	0	60	18	1	63	7	1	61	6	0	38	48	28	9	265	485	208	235	246	299	43	33	22	29	21	13	18	28
MEALZ_RS01020	96	361	293	341	307	309	1	37	177	2	12	250	26	4	471	24	0	321	44	2	156	16	1	50	10	0	82	77	25	22	129	244	309	370	440	452	74	54	62	86	37	12	44	25
MEALZ_RS01025	70	180	122	200	146	127	4	41	221	5	24	426	36	1	724	39	3	723	30	5	209	47	1	293	33	2	256	153	57	32	96	164	205	208	171	191	97	68	64	87	41	24	30	57
MEALZ_RS01030	45	96	63	100	80	89	1	34	139	2	34	286	8	0	62	2	0	42	13	0	51	6	0	70	3	0	53	36	17	6	66	145	99	112	160	242	38	22	33	15	34	34	11	17
MEALZ_RS01035	247	756	554	683	1243	1315	17	123	684	14	111	1240	43	3	529	18	0	270	98	13	435	26	1	268	24	1	188	330	116	58	418	765	629	734	1374	1287	230	197	166	197	123	111	98	116
MEALZ_RS01040	60	236	125	213	306	355	1	33	169	5	35	320	11	1	192	7	0	69	36	3	167	6	0	30	5	1	27	124	33	22	105	206	216	217	286	264	72	61	50	70	33	35	36	33
MEALZ_RS01045	220	635	482	601	433	419	6	101	432	7	72	603	39	6	419	26	0	250	101	11	310	7	1	54	10	1	44	173	76	78	248	495	631	593	619	729	234	187	195	223	101	72	101	76
MEALZ_RS01055	187	559	440	506	321	321	3	76	364	8	63	527	28	4	483	23	0	259	71	5	280	18	1	64	6	1	64	151	75	60	233	518	541	559	394	323	124	98	76	147	76	63	71	75
MEALZ_RS01060	190	419	283	423	390	366	5	66	257	0	35	414	21	4	335	19	2	193	62	6	238	14	0	87	5	0	67	115	40	41	251	477	380	394	403	349	87	69	67	109	66	35	62	40
MEALZ_RS01065	1236	3571	3350	3977	2373	2165	19	274	1777	24	244	2955	218	21	3740	216	15	2486	400	38	1455	83	7	478	67	2	481	920	326	265	1129	2223	3675	3929	2164	2189	815	693	574	780	274	244	400	326
MEALZ_RS01070	106	265	177	260	292	286	3	28	103	2	19	183	9	5	268	12	2	174	29	5	95	5	0	34	6	0	37	73	27	16	112	220	234	266	350	411	51	36	39	60	28	19	29	27
MEALZ_RS01075	23	73	51	59	39	22	0	11	81	3	16	183	3	0	78	3	0	58	7	3	49	14	0	79	3	0	51	33	8	2	69	116	41	69	28	63	15	13	13	17	11	16	7	8
MEALZ_RS01080	24	56	40	55	24	42	2	10	60	0	8	124	6	2	67	3	0	63	16	1	44	19	0	112	5	1	73	55	18	0	81	136	52	65	30	54	5	6	4	15	10	8	16	18
MEALZ_RS21310	0	6	3	5	4	6	0	2	14	0	1	15	0	0	17	0	0	7	1	0	14	2	1	11	3	0	16	9	4	0	15	26	3	7	7	6	2	0	2	0	2	1	1	4
MEALZ_RS01085	1	3	2	6	6	1	0	0	7	0	1	10	0	0	6	0	0	5	1	0	2	2	0	17	2	1	8	4	0	0	8	26	4	3	4	2	2	0	1	0	0	1	1	0
MEALZ_RS22490	1	4	0	0	2	3	0	0	2	0	1	1	0	0	1	0	0	5	2	0	0	0	0	9	0	0	4	3	3	0	6	8	1	3	3	0	1	0	1	0	0	1	2	3
MEALZ_RS01090	0	8	8	18	5	10	0	6	13	0	2	33	0	0	23	1	0	21	1	0	17	3	0	30	6	0	20	17	7	2	44	75	15	17	14	15	2	0	4	1	6	2	1	7
MEALZ_RS01100	744	2067	1666	2098	1091	1025	21	239	1453	16	233	2605	69	2	1533	75	5	931	245	23	963	28	2	192	24	1	205	586	188	96	499	1041	2141	1756	1167	1115	385	279	217	369	239	233	245	188
MEALZ_RS01105	305	859	681	807	737	765	7	121	534	3	94	867	40	5	570	23	0	308	87	11	329	10	3	86	8	1	67	243	80	56	306	647	764	988	1278	1484	165	121	98	172	121	94	87	80
MEALZ_RS01110	299	801	563	779	1024	900	19	176	788	18	147	1383	34	4	514	25	4	267	72	9	283	23	0	125	16	0	130	220	65	37	890	1331	908	3070	4746	3907	184	184	201	115	176	147	72	65
MEALZ_RS01115	249	810	709	834	674	680	15	201	1220	14	191	2139	43	6	824	29	2	440	92	10	404	12	1	78	10	0	114	219	79	53	680	1068	873	2711	3544	2658	238	201	222	194	201	191	92	79
MEALZ_RS01120	476	1326	916	1212	1291	1169	18	264	1235	11	186	2095	88	7	1249	55	3	837	196	19	786	49	2	298	38	7	333	368	139	91	1597	2563	1277	5000	6420	2891	575	360	347	505	264	186	196	139
MEALZ_RS01125	398	1236	767	1066	1863	1785	8	89	544	7	80	993	36	5	631	33	3	407	145	16	634	39	1	185	14	4	133	321	103	49	407	890	998	1349	1781	2057	389	278	283	324	89	80	145	103
MEALZ_RS01130	295	778	586	834	644	624	12	133	649	17	103	1069	44	6	708	22	1	402	115	9	464	28	4	192	25	3	150	212	63	52	320	612	780	781	799	1057	153	105	108	143	133	103	115	63
MEALZ_RS01135	520	1270	864	1069	1334	1154	24	200	892	7	173	893	70	8	622	44	5	344	157	8	356	47	3	146	29	3	194	226	145	77	520	1074	957	1020	1585	1547	451	542	595	383	200	173	157	145
MEALZ_RS23675	55	135	64	109	106	80	1	16	58	1	11	101	3	0	59	1	0	39	9	1	37	3	0	24	4	0	15	11	10	4	66	113	100	123	174	225	12	15	18	13	16	11	9	10
MEALZ_RS01140	91	244	207	217	188	201	1	34	121	1	23	214	21	1	211	10	1	127	36	0	98	8	1	67	3	2	43	48	26	9	128	242	228	248	326	497	42	30	22	35	34	23	36	26
MEALZ_RS01145	35	62	39	77	58	36	1	10	43	0	5	102	5	0	78	2	1	50	8	2	45	6	0	41	6	0	25	34	9	3	65	166	55	91	80	117	27	12	14	16	10	5	8	9
MEALZ_RS01150	64	146	83	140	125	117	2	15	85	2	23	142	3	0	79	4	0	40	11	1	69	7	0	59	0	2	42	34	15	7	121	218	114	123	159	177	13	14	16	17	15	23	11	15
MEALZ_RS01155	6	30	30	34	16	26	2	2	18	1	2	49	1	2	32	1	0	21	4	0	18	5	1	23	0	0	10	15	1	0	40	72	38	40	28	55	3	6	3	4	2	2	4	1
MEALZ_RS01160	61	214	182	208	248	213	1	28	178	3	23	289	6	1	205	5	0	139	22	4	104	15	1	103	7	1	111	61	19	7	119	213	174	226	254	317	22	20	15	29	28	23	22	19
MEALZ_RS22495	4	14	8	18	18	21	0	2	15	0	4	21	3	0	10	1	0	7	6	0	8	1	0	14	2	0	6	8	5	2	37	48	15	18	18	22	1	2	3	5	2	4	6	5
MEALZ_RS01170	285	732	527	728	848	995	6	90	435	3	67	728	70	5	1050	33	4	509	69	8	305	12	0	59	2	1	40	251	110	47	343	685	611	613	910	1071	113	99	98	128	90	67	69	110
MEALZ_RS01175	243	924	596	771	1074	1072	9	85	452	3	65	776	46	5	744	28	1	314	93	11	304	20	0	121	16	1	88	235	88	44	297	743	710	767	1002	727	133	130	81	118	85	65	93	88
MEALZ_RS01180	567	1408	1159	1639	663	652	13	116	658	8	117	1054	106	13	1354	103	6	1062	763	94	2938	93	7	426	87	9	519	1856	702	50	415	812	1283	1299	767	1492	439	326	273	377	116	117	763	702
MEALZ_RS01185	202	593	371	731	288	330	4	103	601	7	91	913	133	14	2094	164	12	2094	936	98	3911	249	19	1140	192	25	1567	3112	989	47	117	269	546	569	288	615	372	237	250	306	103	91	936	989
MEALZ_RS01190	406	866	739	989	1241	1485	3	120	410	5	75	759	85	4	1039	58	2	543	131	8	421	22	3	101	17	3	93	323	154	168	393	847	949	939	1001	2748	252	259	323	302	120	75	131	154
MEALZ_RS01195	580	2067	1624	1959	2367	2010	14	153	791	9	147	1380	26	1	290	14	0	145	203	16	624	8	1	71	3	0	47	397	179	75	551	1208	1673	1875	1699	1774	534	414	422	588	153	147	203	179
MEALZ_RS01200	1660	4641	3756	4856	8945	8368	39	535	2359	36	374	3184	46	5	822	40	6	446	363	43	1030	20	1	108	12	2	108	1102	503	288	1407	3312	4286	4820	4310	4110	1123	778	820	1005	535	374	363	503
MEALZ_RS01205	1575	4722	3840	4827	9034	8863	30	397	2273	25	288	3578	59	6	913	48	4	532	257	17	957	22	1	120	10	1	100	1029	368	203	1375	2932	4073	4830	4641	4458	938	635	621	728	397	288	257	368
MEALZ_RS20530	1140	3634	2904	3536	5173	5088	40	395	2154	29	341	3691	68	10	1394	52	3	775	253	27	1091	30	5	243	23	1	197	831	285	183	951	2191	3024	3452	3776	4898	699	655	609	565	395	341	253	285
MEALZ_RS01215	887	2330	1940	2469	2234	1939	47	422	1970	41	324	3011	151	11	2038	101	6	1214	254	33	837	56	4	222	46	7	239	654	238	196	748	1648	2315	2296	1967	2383	695	513	552	800	422	324	254	238
MEALZ_RS01220	276	766	541	668	674	655	12	123	552	7	94	896	24	4	543	25	3	249	72	7	258	16	3	108	4	5	74	193	101	74	269	625	699	643	789	769	236	180	178	226	123	94	72	101
MEALZ_RS01225	100	234	163	210	242	276	1	30	117	1	20	238	33	2	565	90	3	1141	39	4	143	36	5	175	81	10	602	113	42	48	117	331	223	209	237	234	653	690	584	554	30	20	39	42
MEALZ_RS01230	59	189	144	167	215	224	3	28	119	3	15	206	10	4	305	29	2	482	38	1	139	16	0	129	26	3	232	67	29	18	91	187	157	159	213	314	346	342	266	324	28	15	38	29
MEALZ_RS01235	201	455	334	428	857	776	4	57	266	4	50	454	19	2	317	18	0	194	88	8	306	12	1	91	10	0	122	236	91	48	228	460	402	421	487	445	799	590	516	695	57	50	88	91
MEALZ_RS01240	61	199	173	241	282	256	0	22	129	2	23	185	14	0	228	14	2	197	30	5	172	18	1	83	24	1	151	118	40	21	77	163	203	183	206	208	568	343	331	505	22	23	30	40
MEALZ_RS01245	83	248	168	222	284	314	2	30	207	4	19	314	40	4	822	51	6	792	53	2	236	32	3	204	42	6	281	172	51	18	134	223	205	174	225	169	810	588	578	567	30	19	53	51
MEALZ_RS01250	262	587	412	537	1067	1223	7	66	344	4	46	536	31	6	574	70	7	927	102	16	374	42	2	186	93	4	668	198	85	74	298	505	460	466	631	452	1472	1400	1373	1181	66	46	102	85
